periodname,city,age,career,surveyed,tested positive,tested negative,treatment eligible,treatment
20-Oct,London,45-49yrs,epidemiologist,,,,,
20-Oct,New York,45-49yrs,surgeon,,,,,
20-Oct,New York,45-49yrs,astronaut,,,,,
20-Oct,New York,45-49yrs,pilot,,,,,
20-Oct,New York,45-49yrs,farmer,,,,,
20-Oct,New York,45-49yrs,epidemiologist,,,,,
20-Oct,Philadelphia,45-49yrs,surgeon,,,,,
20-Oct,Philadelphia,45-49yrs,astronaut,,,,,
20-Oct,Philadelphia,45-49yrs,pilot,,,,,
20-Oct,Philadelphia,45-49yrs,farmer,,,,,
20-Oct,Philadelphia,45-49yrs,epidemiologist,,,,,
20-Oct,Tokyo,45-49yrs,surgeon,,,,,
20-Oct,Tokyo,45-49yrs,astronaut,,,,,
20-Oct,Tokyo,45-49yrs,pilot,,,,,
20-Oct,Tokyo,45-49yrs,farmer,,,,,
20-Oct,Tokyo,45-49yrs,epidemiologist,,,,,
20-Oct,Washington D.C.,45-49yrs,surgeon,,,,,
20-Oct,Washington D.C.,45-49yrs,astronaut,,,,,
20-Oct,Washington D.C.,45-49yrs,pilot,,,,,
20-Oct,Washington D.C.,45-49yrs,farmer,,,,,
20-Oct,Washington D.C.,45-49yrs,epidemiologist,,,,,
21-Sep,Baltimore,50+yrs,surgeon,,,,,
21-Sep,Baltimore,50+yrs,astronaut,,,,,
21-Sep,Baltimore,50+yrs,pilot,,,,,
21-Sep,Baltimore,50+yrs,farmer,,,,,
21-Sep,Baltimore,50+yrs,epidemiologist,,,,,
21-Sep,Boston,50+yrs,surgeon,,,,,
21-Sep,Boston,50+yrs,astronaut,,,,,
21-Sep,Boston,50+yrs,pilot,,,,,
21-Sep,Boston,50+yrs,farmer,,,,,
21-Sep,Boston,50+yrs,epidemiologist,,,,,
21-Sep,Chicago,50+yrs,surgeon,,,,,
21-Sep,Chicago,50+yrs,astronaut,,,,,
21-Sep,Chicago,50+yrs,pilot,,,,,
21-Sep,Chicago,50+yrs,farmer,,,,,
21-Sep,Chicago,50+yrs,epidemiologist,,,,,
21-Sep,London,50+yrs,surgeon,,,,,
21-Sep,London,50+yrs,astronaut,,,,,
21-Sep,London,50+yrs,pilot,,,,,
21-Sep,London,50+yrs,farmer,,,,,
21-Sep,London,50+yrs,epidemiologist,,,,,
21-Sep,New York,50+yrs,surgeon,,,,,
21-Sep,New York,50+yrs,astronaut,,,,,
21-Sep,New York,50+yrs,pilot,,,,,
21-Sep,New York,50+yrs,farmer,,,,,
21-Sep,New York,50+yrs,epidemiologist,,,,,
21-Sep,Philadelphia,50+yrs,surgeon,,,,,
21-Sep,Philadelphia,50+yrs,astronaut,,,,,
21-Sep,Philadelphia,50+yrs,pilot,,,,,
21-Sep,Philadelphia,50+yrs,epidemiologist,,,,,
21-Sep,Tokyo,50+yrs,surgeon,,,,,
21-Sep,Tokyo,50+yrs,astronaut,,,,,
21-Sep,Tokyo,50+yrs,pilot,,,,,
21-Sep,Tokyo,50+yrs,farmer,,,,,
21-Sep,Tokyo,50+yrs,epidemiologist,,,,,
21-Sep,Washington D.C.,50+yrs,surgeon,,,,,
21-Sep,Washington D.C.,50+yrs,astronaut,,,,,
21-Sep,Washington D.C.,50+yrs,pilot,,,,,
21-Sep,Washington D.C.,50+yrs,farmer,,,,,
21-Sep,Washington D.C.,50+yrs,epidemiologist,,,,,
21-Aug,Baltimore,50+yrs,surgeon,,,,,
21-Aug,Baltimore,50+yrs,astronaut,,,,,
21-Aug,Baltimore,50+yrs,pilot,,,,,
21-Aug,Baltimore,50+yrs,farmer,,,,,
21-Aug,Baltimore,50+yrs,epidemiologist,,,,,
21-Aug,Boston,50+yrs,surgeon,,,,,
21-Aug,Boston,50+yrs,astronaut,,,,,
21-Aug,Boston,50+yrs,pilot,,,,,
21-Aug,Boston,50+yrs,farmer,,,,,
21-Aug,Boston,50+yrs,epidemiologist,,,,,
21-Aug,Chicago,50+yrs,surgeon,,,,,
21-Aug,Chicago,50+yrs,astronaut,,,,,
21-Aug,Chicago,50+yrs,pilot,,,,,
21-Aug,Chicago,50+yrs,farmer,,,,,
21-Aug,Chicago,50+yrs,epidemiologist,,,,,
21-Aug,London,50+yrs,surgeon,,,,,
21-Aug,London,50+yrs,astronaut,,,,,
21-Aug,London,50+yrs,pilot,,,,,
21-Aug,London,50+yrs,farmer,,,,,
21-Aug,London,50+yrs,epidemiologist,,,,,
21-Aug,New York,50+yrs,surgeon,,,,,
21-Aug,New York,50+yrs,astronaut,,,,,
21-Aug,New York,50+yrs,pilot,,,,,
21-Aug,New York,50+yrs,farmer,,,,,
21-Aug,New York,50+yrs,epidemiologist,,,,,
21-Aug,Philadelphia,50+yrs,surgeon,,,,,
21-Aug,Philadelphia,50+yrs,pilot,,,,,
21-Aug,Philadelphia,50+yrs,farmer,,,,,
21-Aug,Philadelphia,50+yrs,epidemiologist,,,,,
21-Aug,Tokyo,50+yrs,pilot,,,,,
21-Aug,Tokyo,50+yrs,farmer,,,,,
21-Aug,Tokyo,50+yrs,epidemiologist,,,,,
21-Aug,Washington D.C.,50+yrs,surgeon,,,,,
21-Aug,Washington D.C.,50+yrs,astronaut,,,,,
21-Aug,Washington D.C.,50+yrs,pilot,,,,,
21-Aug,Washington D.C.,50+yrs,farmer,,,,,
21-Aug,Washington D.C.,50+yrs,epidemiologist,,,,,
21-Jul,Baltimore,50+yrs,surgeon,,,,,
21-Jul,Baltimore,50+yrs,astronaut,,,,,
21-Jul,Baltimore,50+yrs,pilot,,,,,
21-Jul,Baltimore,50+yrs,farmer,,,,,
21-Jul,Baltimore,50+yrs,epidemiologist,,,,,
21-Jul,Boston,50+yrs,surgeon,,,,,
21-Jul,Boston,50+yrs,astronaut,,,,,
21-Jul,Boston,50+yrs,pilot,,,,,
21-Jul,Boston,50+yrs,farmer,,,,,
21-Jul,Boston,50+yrs,epidemiologist,,,,,
21-Jul,Chicago,50+yrs,surgeon,,,,,
21-Jul,Chicago,50+yrs,astronaut,,,,,
21-Jul,Chicago,50+yrs,pilot,,,,,
21-Jul,Chicago,50+yrs,farmer,,,,,
21-Jul,Chicago,50+yrs,epidemiologist,,,,,
21-Jul,London,50+yrs,surgeon,,,,,
21-Jul,London,50+yrs,astronaut,,,,,
21-Jul,London,50+yrs,pilot,,,,,
21-Jul,London,50+yrs,farmer,,,,,
21-Jul,London,50+yrs,epidemiologist,,,,,
21-Jul,New York,50+yrs,surgeon,,,,,
21-Jul,New York,50+yrs,astronaut,,,,,
21-Jul,New York,50+yrs,pilot,,,,,
21-Jul,New York,50+yrs,farmer,,,,,
21-Jul,New York,50+yrs,epidemiologist,,,,,
21-Jul,Philadelphia,50+yrs,surgeon,,,,,
21-Jul,Philadelphia,50+yrs,astronaut,,,,,
21-Jul,Philadelphia,50+yrs,pilot,,,,,
21-Jul,Philadelphia,50+yrs,farmer,,,,,
21-Jul,Philadelphia,50+yrs,epidemiologist,,,,,
21-Jul,Tokyo,50+yrs,pilot,,,,,
21-Jul,Tokyo,50+yrs,farmer,,,,,
21-Jul,Tokyo,50+yrs,epidemiologist,,,,,
21-Jul,Washington D.C.,50+yrs,surgeon,,,,,
21-Jul,Washington D.C.,50+yrs,astronaut,,,,,
21-Jul,Washington D.C.,50+yrs,pilot,,,,,
21-Jul,Washington D.C.,50+yrs,farmer,,,,,
21-Jul,Washington D.C.,50+yrs,epidemiologist,,,,,
21-Jun,Baltimore,50+yrs,surgeon,,,,,
21-Jun,Baltimore,50+yrs,astronaut,,,,,
21-Jun,Baltimore,50+yrs,pilot,,,,,
21-Jun,Baltimore,50+yrs,farmer,,,,,
21-Jun,Baltimore,50+yrs,epidemiologist,,,,,
21-Jun,Boston,50+yrs,surgeon,,,,,
21-Jun,Boston,50+yrs,pilot,,,,,
21-Jun,Boston,50+yrs,farmer,,,,,
21-Jun,Boston,50+yrs,epidemiologist,,,,,
21-Jun,Chicago,50+yrs,surgeon,,,,,
21-Jun,Chicago,50+yrs,astronaut,,,,,
21-Jun,Chicago,50+yrs,pilot,,,,,
21-Jun,Chicago,50+yrs,farmer,,,,,
21-Jun,Chicago,50+yrs,epidemiologist,,,,,
21-Jun,London,50+yrs,surgeon,,,,,
21-Jun,London,50+yrs,astronaut,,,,,
21-Jun,London,50+yrs,pilot,,,,,
21-Jun,London,50+yrs,farmer,,,,,
21-Jun,London,50+yrs,epidemiologist,,,,,
21-Jun,New York,50+yrs,surgeon,,,,,
21-Jun,New York,50+yrs,astronaut,,,,,
21-Jun,New York,50+yrs,pilot,,,,,
21-Jun,New York,50+yrs,farmer,,,,,
21-Jun,New York,50+yrs,epidemiologist,,,,,
21-Jun,Philadelphia,50+yrs,surgeon,,,,,
21-Jun,Philadelphia,50+yrs,astronaut,,,,,
21-Jun,Philadelphia,50+yrs,pilot,,,,,
21-Jun,Philadelphia,50+yrs,farmer,,,,,
21-Jun,Philadelphia,50+yrs,epidemiologist,,,,,
21-Jun,Tokyo,50+yrs,surgeon,,,1,,
21-Jun,Tokyo,50+yrs,astronaut,,,,,
21-Jun,Tokyo,50+yrs,pilot,,,,,
21-Jun,Tokyo,50+yrs,farmer,,,,,
21-Jun,Tokyo,50+yrs,epidemiologist,,,,,
21-Jun,Washington D.C.,50+yrs,surgeon,,,,,
21-Jun,Washington D.C.,50+yrs,astronaut,,,,,
21-Jun,Washington D.C.,50+yrs,pilot,,,,,
21-Jun,Washington D.C.,50+yrs,farmer,,,,,
21-Jun,Washington D.C.,50+yrs,epidemiologist,,,,,
21-May,Baltimore,50+yrs,surgeon,,,,,
21-May,Baltimore,50+yrs,astronaut,,,,,
21-May,Baltimore,50+yrs,pilot,,,,,
21-May,Baltimore,50+yrs,farmer,,,,,
21-May,Baltimore,50+yrs,epidemiologist,,,,,
21-May,Boston,50+yrs,surgeon,,,,,
21-May,Boston,50+yrs,astronaut,,,,,
21-May,Boston,50+yrs,pilot,,,,,
21-May,Boston,50+yrs,farmer,,,,,
21-May,Boston,50+yrs,epidemiologist,,,,,
21-May,Chicago,50+yrs,surgeon,,,,,
21-May,Chicago,50+yrs,astronaut,,,,,
21-May,Chicago,50+yrs,pilot,,,,,
21-May,Chicago,50+yrs,farmer,,,,,
21-May,Chicago,50+yrs,epidemiologist,,,,,
21-May,London,50+yrs,surgeon,,,,,
21-May,London,50+yrs,astronaut,,,,,
21-May,London,50+yrs,pilot,,,,,
21-May,London,50+yrs,farmer,,,,,
21-May,London,50+yrs,epidemiologist,,,,,
21-May,New York,50+yrs,surgeon,,,,,
21-May,New York,50+yrs,astronaut,,,,,
21-May,New York,50+yrs,pilot,,,,,
21-May,New York,50+yrs,farmer,,,,,
21-May,New York,50+yrs,epidemiologist,,,,,
21-May,Philadelphia,50+yrs,surgeon,,,,,
21-May,Philadelphia,50+yrs,astronaut,,,,,
21-May,Philadelphia,50+yrs,pilot,,,,,
21-May,Philadelphia,50+yrs,farmer,,,,,
21-May,Philadelphia,50+yrs,epidemiologist,,,,,
21-May,Tokyo,50+yrs,surgeon,,,,,
21-May,Tokyo,50+yrs,astronaut,,,,,
21-May,Tokyo,50+yrs,pilot,,,,,
21-May,Tokyo,50+yrs,farmer,,,,,
21-May,Tokyo,50+yrs,epidemiologist,,,,,
21-May,Washington D.C.,50+yrs,surgeon,,,,,
21-May,Washington D.C.,50+yrs,astronaut,,,,,
21-May,Washington D.C.,50+yrs,pilot,,,,,
21-May,Washington D.C.,50+yrs,farmer,,,,,
21-May,Washington D.C.,50+yrs,epidemiologist,,,,,
21-Apr,Baltimore,50+yrs,surgeon,,,,,
21-Apr,Baltimore,50+yrs,astronaut,,,,,
21-Apr,Baltimore,50+yrs,pilot,,,,,
21-Apr,Baltimore,50+yrs,farmer,,,,,
21-Apr,Baltimore,50+yrs,epidemiologist,,,,,
21-Apr,Boston,50+yrs,astronaut,,,,,
21-Apr,Boston,50+yrs,pilot,,,,,
21-Apr,Boston,50+yrs,farmer,,,,,
21-Apr,Boston,50+yrs,epidemiologist,,,,,
21-Apr,Chicago,50+yrs,surgeon,,,,,
21-Apr,Chicago,50+yrs,astronaut,,,,,
21-Apr,Chicago,50+yrs,pilot,,,,,
21-Apr,Chicago,50+yrs,farmer,,,,,
21-Apr,Chicago,50+yrs,epidemiologist,,,,,
21-Apr,London,50+yrs,surgeon,,,,,
21-Apr,London,50+yrs,astronaut,,,,,
21-Apr,London,50+yrs,pilot,,,,,
21-Apr,London,50+yrs,farmer,,,,,
21-Apr,London,50+yrs,epidemiologist,,,,,
21-Apr,New York,50+yrs,surgeon,,,,,
21-Apr,New York,50+yrs,astronaut,,,,,
21-Apr,New York,50+yrs,pilot,,,,,
21-Apr,New York,50+yrs,farmer,,,,,
21-Apr,New York,50+yrs,epidemiologist,,,,,
21-Apr,Philadelphia,50+yrs,surgeon,,,,,
21-Apr,Philadelphia,50+yrs,astronaut,,,,,
21-Apr,Philadelphia,50+yrs,pilot,,,,,
21-Apr,Philadelphia,50+yrs,farmer,,,,,
21-Apr,Philadelphia,50+yrs,epidemiologist,,,,,
21-Apr,Tokyo,50+yrs,pilot,,,,,
21-Apr,Tokyo,50+yrs,farmer,,,,,
21-Apr,Tokyo,50+yrs,epidemiologist,,,,,
21-Apr,Washington D.C.,50+yrs,surgeon,,,,,
21-Apr,Washington D.C.,50+yrs,astronaut,,,,,
21-Apr,Washington D.C.,50+yrs,pilot,,,,,
21-Apr,Washington D.C.,50+yrs,farmer,,,,,
21-Apr,Washington D.C.,50+yrs,epidemiologist,,,,,
21-Mar,Baltimore,50+yrs,surgeon,,,,,
21-Mar,Baltimore,50+yrs,astronaut,,,,,
21-Mar,Baltimore,50+yrs,pilot,,,,,
21-Mar,Baltimore,50+yrs,farmer,,,,,
21-Mar,Baltimore,50+yrs,epidemiologist,,,,,
21-Mar,Boston,50+yrs,astronaut,,,,,
21-Mar,Boston,50+yrs,pilot,,,,,
21-Mar,Boston,50+yrs,farmer,,,,,
21-Mar,Boston,50+yrs,epidemiologist,,,,,
21-Mar,Chicago,50+yrs,surgeon,,,,,
21-Mar,Chicago,50+yrs,astronaut,,,,,
21-Mar,Chicago,50+yrs,pilot,,,,,
21-Mar,Chicago,50+yrs,farmer,,,,,
21-Mar,Chicago,50+yrs,epidemiologist,,,,,
21-Mar,London,50+yrs,surgeon,,,,,
21-Mar,London,50+yrs,astronaut,,,,,
21-Mar,London,50+yrs,pilot,,,,,
21-Mar,London,50+yrs,farmer,,,,,
21-Mar,London,50+yrs,epidemiologist,,,,,
21-Mar,New York,50+yrs,pilot,,,,,
21-Mar,New York,50+yrs,farmer,,,,,
21-Mar,New York,50+yrs,epidemiologist,,,,,
21-Mar,Philadelphia,50+yrs,surgeon,,,,,
21-Mar,Philadelphia,50+yrs,astronaut,,,,,
21-Mar,Philadelphia,50+yrs,pilot,,,,,
21-Mar,Philadelphia,50+yrs,farmer,,,,,
21-Mar,Philadelphia,50+yrs,epidemiologist,,,,,
21-Mar,Tokyo,50+yrs,surgeon,,,,,
21-Mar,Tokyo,50+yrs,pilot,,,,,
21-Mar,Tokyo,50+yrs,epidemiologist,,,,,
21-Mar,Washington D.C.,50+yrs,surgeon,,,,,
21-Mar,Washington D.C.,50+yrs,astronaut,,,,,
21-Mar,Washington D.C.,50+yrs,pilot,,,,,
21-Mar,Washington D.C.,50+yrs,farmer,,,,,
21-Mar,Washington D.C.,50+yrs,epidemiologist,,,,,
21-Feb,Baltimore,50+yrs,surgeon,,,,,
21-Feb,Baltimore,50+yrs,pilot,,,,,
21-Feb,Baltimore,50+yrs,farmer,,,,,
21-Feb,Baltimore,50+yrs,epidemiologist,,,,,
21-Feb,Boston,50+yrs,surgeon,,,,,
21-Feb,Boston,50+yrs,astronaut,,,,,
21-Feb,Boston,50+yrs,pilot,,,,,
21-Feb,Boston,50+yrs,farmer,,,,,
21-Feb,Boston,50+yrs,epidemiologist,,,,,
21-Feb,Chicago,50+yrs,surgeon,,,1,,
21-Feb,Chicago,50+yrs,astronaut,,,,,
21-Feb,Chicago,50+yrs,pilot,,,,,
21-Feb,Chicago,50+yrs,farmer,,,,,
21-Feb,London,50+yrs,surgeon,,,,,
21-Feb,London,50+yrs,pilot,,,,,
21-Feb,London,50+yrs,farmer,,,,,
21-Feb,London,50+yrs,epidemiologist,,,,,
21-Feb,New York,50+yrs,surgeon,,,,,
21-Feb,New York,50+yrs,astronaut,,,,,
21-Feb,New York,50+yrs,pilot,,,,,
21-Feb,New York,50+yrs,farmer,,,,,
21-Feb,New York,50+yrs,epidemiologist,,,,,
21-Feb,Philadelphia,50+yrs,surgeon,,,,,
21-Feb,Philadelphia,50+yrs,astronaut,,,,,
21-Feb,Philadelphia,50+yrs,pilot,,,,,
21-Feb,Philadelphia,50+yrs,farmer,,,,,
21-Feb,Philadelphia,50+yrs,epidemiologist,,,,,
21-Feb,Tokyo,50+yrs,surgeon,,,,,
21-Feb,Tokyo,50+yrs,pilot,,,,,
21-Feb,Tokyo,50+yrs,farmer,,,,,
21-Feb,Tokyo,50+yrs,epidemiologist,,,,,
21-Feb,Washington D.C.,50+yrs,surgeon,,,,,
21-Feb,Washington D.C.,50+yrs,astronaut,,,,,
21-Feb,Washington D.C.,50+yrs,pilot,,,,,
21-Feb,Washington D.C.,50+yrs,farmer,,,,,
21-Feb,Washington D.C.,50+yrs,epidemiologist,,,,,
21-Jan,Baltimore,50+yrs,surgeon,,,,,
21-Jan,Baltimore,50+yrs,astronaut,,,,,
21-Jan,Baltimore,50+yrs,pilot,,,,,
21-Jan,Baltimore,50+yrs,farmer,,,,,
21-Jan,Baltimore,50+yrs,epidemiologist,,,,,
21-Jan,Boston,50+yrs,astronaut,,,,,
21-Jan,Boston,50+yrs,pilot,,,,,
21-Jan,Boston,50+yrs,farmer,,,,,
21-Jan,Boston,50+yrs,epidemiologist,,,,,
21-Jan,Chicago,50+yrs,surgeon,,,,,
21-Jan,Chicago,50+yrs,astronaut,,,,,
21-Jan,Chicago,50+yrs,pilot,,,,,
21-Jan,Chicago,50+yrs,farmer,,,,,
21-Jan,Chicago,50+yrs,epidemiologist,,,,,
21-Jan,London,50+yrs,surgeon,,,,,
21-Jan,London,50+yrs,astronaut,,,,,
21-Jan,London,50+yrs,pilot,,,,,
21-Jan,London,50+yrs,farmer,,,,,
21-Jan,London,50+yrs,epidemiologist,,,,,
21-Jan,New York,50+yrs,surgeon,,,,,
21-Jan,New York,50+yrs,astronaut,,,,,
21-Jan,New York,50+yrs,pilot,,,,,
21-Jan,New York,50+yrs,farmer,,,,,
21-Jan,New York,50+yrs,epidemiologist,,,,,
21-Jan,Philadelphia,50+yrs,surgeon,,,,,
21-Jan,Philadelphia,50+yrs,astronaut,,,,,
21-Jan,Philadelphia,50+yrs,pilot,,,,,
21-Jan,Philadelphia,50+yrs,farmer,,,,,
21-Jan,Philadelphia,50+yrs,epidemiologist,,,,,
21-Jan,Tokyo,50+yrs,pilot,,,,,
21-Jan,Tokyo,50+yrs,farmer,,,,,
21-Jan,Tokyo,50+yrs,epidemiologist,,,,,
21-Jan,Washington D.C.,50+yrs,surgeon,,,,,
21-Jan,Washington D.C.,50+yrs,astronaut,,,,,
21-Jan,Washington D.C.,50+yrs,pilot,,,,,
21-Jan,Washington D.C.,50+yrs,farmer,,,,,
21-Jan,Washington D.C.,50+yrs,epidemiologist,,,,,
20-Dec,Baltimore,50+yrs,surgeon,,,,,
20-Dec,Baltimore,50+yrs,astronaut,,,,,
20-Dec,Baltimore,50+yrs,pilot,,,,,
20-Dec,Baltimore,50+yrs,farmer,,,,,
20-Dec,Baltimore,50+yrs,epidemiologist,,,,,
20-Dec,Boston,50+yrs,astronaut,,,,,
20-Dec,Boston,50+yrs,pilot,,,,,
20-Dec,Boston,50+yrs,farmer,,,,,
20-Dec,Boston,50+yrs,epidemiologist,,,,,
20-Dec,Chicago,50+yrs,pilot,,,,,
20-Dec,Chicago,50+yrs,farmer,,,,,
20-Dec,London,50+yrs,surgeon,,,,,
20-Dec,London,50+yrs,astronaut,,,,,
20-Dec,London,50+yrs,pilot,,,,,
20-Dec,London,50+yrs,farmer,,,,,
20-Dec,London,50+yrs,epidemiologist,,,,,
20-Dec,New York,50+yrs,surgeon,,,,,
20-Dec,New York,50+yrs,astronaut,,,,,
20-Dec,New York,50+yrs,pilot,,,,,
20-Dec,New York,50+yrs,farmer,,,,,
20-Dec,New York,50+yrs,epidemiologist,,,,,
20-Dec,Philadelphia,50+yrs,surgeon,,,,,
20-Dec,Philadelphia,50+yrs,pilot,,,,,
20-Dec,Philadelphia,50+yrs,farmer,,,,,
20-Dec,Philadelphia,50+yrs,epidemiologist,,,,,
20-Dec,Tokyo,50+yrs,surgeon,,,,,
20-Dec,Tokyo,50+yrs,pilot,,,,,
20-Dec,Tokyo,50+yrs,farmer,,,,,
20-Dec,Tokyo,50+yrs,epidemiologist,,,,,
20-Dec,Washington D.C.,50+yrs,surgeon,,,,,
20-Dec,Washington D.C.,50+yrs,astronaut,,,,,
20-Dec,Washington D.C.,50+yrs,pilot,,,,,
20-Dec,Washington D.C.,50+yrs,farmer,,,,,
20-Dec,Washington D.C.,50+yrs,epidemiologist,,,,,
20-Nov,Baltimore,50+yrs,surgeon,,,,,
20-Nov,Baltimore,50+yrs,astronaut,,,,,
20-Nov,Baltimore,50+yrs,pilot,,,,,
20-Nov,Baltimore,50+yrs,farmer,,,,,
20-Nov,Baltimore,50+yrs,epidemiologist,,,,,
20-Nov,Boston,50+yrs,astronaut,,,,,
20-Nov,Boston,50+yrs,pilot,,,,,
20-Nov,Boston,50+yrs,farmer,,,,,
20-Nov,Boston,50+yrs,epidemiologist,,,,,
20-Nov,Chicago,50+yrs,surgeon,,,,,
20-Nov,Chicago,50+yrs,astronaut,,,,,
20-Nov,Chicago,50+yrs,pilot,,,,,
20-Nov,Chicago,50+yrs,farmer,,,,,
20-Nov,Chicago,50+yrs,epidemiologist,,,,,
20-Nov,London,50+yrs,surgeon,,,,,
20-Nov,London,50+yrs,astronaut,,,,,
20-Nov,London,50+yrs,pilot,,,,,
20-Nov,London,50+yrs,farmer,,,,,
20-Nov,London,50+yrs,epidemiologist,,,,,
20-Nov,New York,50+yrs,surgeon,,,,,
20-Nov,New York,50+yrs,astronaut,,,,,
20-Nov,New York,50+yrs,pilot,,,,,
20-Nov,New York,50+yrs,farmer,,,,,
20-Nov,New York,50+yrs,epidemiologist,,,,,
20-Nov,Philadelphia,50+yrs,surgeon,,,,,
20-Nov,Philadelphia,50+yrs,astronaut,,,,,
20-Nov,Philadelphia,50+yrs,pilot,,,,,
20-Nov,Philadelphia,50+yrs,farmer,,,,,
20-Nov,Philadelphia,50+yrs,epidemiologist,,,,,
20-Nov,Tokyo,50+yrs,surgeon,,,,,
20-Nov,Tokyo,50+yrs,pilot,,,,,
20-Nov,Tokyo,50+yrs,farmer,,,,,
20-Nov,Tokyo,50+yrs,epidemiologist,,,,,
20-Nov,Washington D.C.,50+yrs,surgeon,,,,,
20-Nov,Washington D.C.,50+yrs,astronaut,,,,,
20-Nov,Washington D.C.,50+yrs,pilot,,,,,
20-Nov,Washington D.C.,50+yrs,farmer,,,,,
20-Nov,Washington D.C.,50+yrs,epidemiologist,,,,,
20-Oct,Baltimore,50+yrs,surgeon,,,,,
20-Oct,Baltimore,50+yrs,astronaut,,,,,
20-Oct,Baltimore,50+yrs,pilot,,,,,
20-Oct,Baltimore,50+yrs,farmer,,,,,
20-Oct,Baltimore,50+yrs,epidemiologist,,,,,
20-Oct,Boston,50+yrs,astronaut,,,,,
20-Oct,Boston,50+yrs,pilot,,,,,
20-Oct,Boston,50+yrs,farmer,,,,,
20-Oct,Boston,50+yrs,epidemiologist,,,,,
20-Oct,Chicago,50+yrs,surgeon,,,,,
20-Oct,Chicago,50+yrs,pilot,,,,,
20-Oct,Chicago,50+yrs,farmer,,,,,
20-Oct,Chicago,50+yrs,epidemiologist,,,,,
20-Oct,London,50+yrs,surgeon,,,,,
20-Oct,London,50+yrs,astronaut,,,,,
20-Oct,London,50+yrs,pilot,,,,,
20-Oct,London,50+yrs,farmer,,,,,
20-Oct,London,50+yrs,epidemiologist,,,,,
20-Oct,New York,50+yrs,surgeon,,,,,
20-Oct,New York,50+yrs,pilot,,,,,
20-Oct,New York,50+yrs,farmer,,,,,
20-Oct,New York,50+yrs,epidemiologist,,,,,
20-Oct,Philadelphia,50+yrs,surgeon,,,,,
20-Oct,Philadelphia,50+yrs,astronaut,,,,,
20-Oct,Philadelphia,50+yrs,pilot,,,,,
20-Oct,Philadelphia,50+yrs,farmer,,,,,
20-Oct,Philadelphia,50+yrs,epidemiologist,,,,,
20-Oct,Tokyo,50+yrs,surgeon,,,,,
20-Oct,Tokyo,50+yrs,astronaut,,,,,
20-Oct,Tokyo,50+yrs,pilot,,,,,
20-Oct,Tokyo,50+yrs,farmer,,,,,
20-Oct,Tokyo,50+yrs,epidemiologist,,,,,
20-Oct,Washington D.C.,50+yrs,surgeon,,,,,
20-Oct,Washington D.C.,50+yrs,astronaut,,,,,
20-Oct,Washington D.C.,50+yrs,pilot,,,,,
20-Oct,Washington D.C.,50+yrs,farmer,,,,,
20-Oct,Washington D.C.,50+yrs,epidemiologist,,,,,
